
17:54:31:	 : 1
68427	 : 1
5555	 : 1
46210	 : 1
ca.ucalgary.math	 : 1
44045	 : 1
ca.ucalgary.med	 : 1
137001	 : 1
59439	 : 1
201760	 : 1
ca.ulaval.bibl	 : 1
47561	 : 1
ca.ulaval.envir	 : 1
31906	 : 1
ca.ulaval.fse.csdi	 : 1
722161	 : 1
ca.uleth.cc	 : 1
122889	 : 1
36287	 : 1
ca.uleth.lib	 : 1
ca.uleth.mngt	 : 1
452945	 : 1
84561	 : 1
ca.umanitoba.anat	 : 1
1209960	 : 1
82322	 : 1
ca.umanitoba.oral	 : 1
ca.umanitoba.ph-th	 : 1
9872	 : 1
ca.umanitoba.physics	 : 1
ca.umontreal.astro	 : 1
ca.umontreal.ircm	 : 1
49307	 : 1
ca.umontreal.iro	 : 1
19584	 : 1
ca.umontreal.med	 : 1
2511	 : 1
49796	 : 1
ca.unb.firstclass	 : 1
166918	 : 1
ca.uoguelph.cis	 : 1
64585	 : 1
421254	 : 1
257429	 : 1
ca.uottawa.csi	 : 1
ca.uottawa.dial	 : 1
ca.uottawa.edu	 : 1
138359	 : 1
ca.upei.stu-avc	 : 1
ca.uqam.info	 : 1
67505	 : 1
17285	 : 1
1161711	 : 1
7742	 : 1
686861	 : 1
243730	 : 1
144504	 : 1
ca.usherb.si	 : 1
155510	 : 1
202640	 : 1
110933	 : 1
6971882	 : 1
8813	 : 1
ca.utoronto.ic	 : 1
58786	 : 1
ca.utoronto.media	 : 1
19110	 : 1
ca.utoronto.sgs	 : 1
8500	 : 1
92491	 : 1
68925	 : 1
ca.uvic.coun	 : 1
812034	 : 1
106896	 : 1
ca.uvic.finearts	 : 1
374128	 : 1
ca.uvic.hist	 : 1
94673	 : 1
ca.uvic.pa	 : 1
872841	 : 1
20723	 : 1
460414	 : 1
292522	 : 1
150412	 : 1
32440	 : 1
15037	 : 1
ca.uwo.braille	 : 1
26268	 : 1
39068	 : 1
23398	 : 1
58805	 : 1
27590	 : 1
ca.uwo.research	 : 1
27433	 : 1
538961	 : 1
41975	 : 1
ca.uwo.slis	 : 1
970980	 : 1
144859	 : 1
30881	 : 1
100330	 : 1
ca.xl	 : 1
227335	 : 1
7041	 : 1
385129	 : 1
ca.yorku.finearts	 : 1
47017	 : 1
2586000	 : 1
28109	 : 1
ca.yorku.ssp	 : 1
97533	 : 1
436764	 : 1
299396	 : 1
245760	 : 1
45239	 : 1
49522	 : 1
ch.cyberlink	 : 1
1276906	 : 1
311607	 : 1
19962	 : 1
15066	 : 1
4967	 : 1
ch.ibm.cybergate	 : 1
117521	 : 1
97596	 : 1
ch.olsen	 : 1
ch.pbi	 : 1
59166	 : 1
64697	 : 1
58618	 : 1
261418	 : 1
ch.swix	 : 1
29241	 : 1
196085	 : 1
ch.tic	 : 1
127107	 : 1
134903	 : 1
118229	 : 1
150738	 : 1
1197066	 : 1
358264	 : 1
147088	 : 1
cl.reuna.dialup	 : 1
26935	 : 1
cl.userena.fis	 : 1
8871	 : 1
cl.uta.decom	 : 1
186685	 : 1
98299	 : 1
72118	 : 1
cn.net.sta	 : 1
co.edu.uninorte	 : 1
co.gov.icfes	 : 1
cols-compeople.gatewood	 : 1
com.1dc.atc	 : 1
com.1sc	 : 1
com.20thhole	 : 1
261700	 : 1
686358	 : 1
com.a-interactive	 : 1
82466	 : 1
363847	 : 1
48443	 : 1
158707	 : 1
199850	 : 1
com.ab.mke.eda	 : 1
357475	 : 1
222955	 : 1
304158	 : 1
1685086	 : 1
116576	 : 1
com.abwam	 : 1
285481	 : 1
163758	 : 1
com.acacianet	 : 1
132693	 : 1
600256	 : 1
1236745	 : 1
22679	 : 1
60763	 : 1
593339	 : 1
14162	 : 1
com.ademco	 : 1
2684542	 : 1
29179	 : 1
730603	 : 1
com.adp.bis	 : 1
96601	 : 1
63728	 : 1
com.advacom	 : 1
com.advantage	 : 1
342681	 : 1
com.advcat	 : 1
14893	 : 1
com.advmar	 : 1
com.advsyscon	 : 1
14439	 : 1
com.aestaley	 : 1
1142504	 : 1
18405	 : 1
113785	 : 1
com.afts	 : 1
108323	 : 1
915624	 : 1
166048	 : 1
6663	 : 1
com.aig	 : 1
143854	 : 1
com.ail	 : 1
180549	 : 1
506492	 : 1
2029606	 : 1
11880	 : 1
71186	 : 1
56998	 : 1
com.aisystem	 : 1
588855	 : 1
102549	 : 1
com.alaska-air	 : 1
398653	 : 1
4437822	 : 1
975	 : 1
156235	 : 1
53946	 : 1
com.ali	 : 1
263401	 : 1
1370998	 : 1
com.alliedtelesyn	 : 1
175045	 : 1
com.allina	 : 1
12219	 : 1
com.allstate	 : 1
162886	 : 1
75910	 : 1
14245	 : 1
32901	 : 1
1015842	 : 1
177622	 : 1
com.amc	 : 1
1388345	 : 1
879290	 : 1
454405	 : 1
245217	 : 1
com.americanteleport	 : 1
89238	 : 1
63843	 : 1
com.amnorth	 : 1
1042157	 : 1
355809	 : 1
14064	 : 1
com.amrex	 : 1
349698	 : 1
com.anacomp	 : 1
15467	 : 1
760908	 : 1
15898	 : 1
105689	 : 1
6650508	 : 1
8.37	 : 1
8.12	 : 1
512324418	 : 1
95687	 : 1
com.aolproductions	 : 1
117845	 : 1
323648	 : 1
240474	 : 1
1350202	 : 1
com.aotech	 : 1
143239	 : 1
com.apache	 : 1
901181	 : 1
557360	 : 1
com.apertus.bls	 : 1
18518	 : 1
com.apertus.esg	 : 1
182141	 : 1
105116	 : 1
com.aplatform	 : 1
1486717	 : 1
113601	 : 1
27133	 : 1
748540	 : 1
112210	 : 1
com.applicom	 : 1
60076	 : 1
227366	 : 1
115415	 : 1
886623	 : 1
108687	 : 1
com.arinc	 : 1
1127683	 : 1
627859	 : 1
com.arkansasusa	 : 1
2758	 : 1
com.arrowsmith	 : 1
137357	 : 1
com.artelco	 : 1
139318	 : 1
com.asaint	 : 1
87151	 : 1
655116	 : 1
96567	 : 1
com.astrobyte	 : 1
com.astrochart	 : 1
117593	 : 1
2123272	 : 1
1196355	 : 1
com.atcon.ant	 : 1
1055264	 : 1
49912	 : 1
com.atcon.cht	 : 1
com.atcon.edm	 : 1
127607	 : 1
com.atcon.han	 : 1
673382	 : 1
369566	 : 1
com.atcon.mby	 : 1
69633	 : 1
com.atcon.mid	 : 1
112758	 : 1
com.atcon.mon	 : 1
1198929	 : 1
com.atcon.ngw	 : 1
115577	 : 1
com.atcon.sum	 : 1
59012	 : 1
com.atcon.syd	 : 1
com.atcon.tru	 : 1
152430	 : 1
com.atcon.yar	 : 1
897778	 : 1
7881989	 : 1
1343	 : 1
15830	 : 1
com.atinc.np	 : 1
20191	 : 1
6921	 : 1
com.atk.sac	 : 1
426783	 : 1
com.atlnta	 : 1
156269	 : 1
com.atom	 : 1
6258391	 : 1
1091	 : 1
1747624	 : 1
85777	 : 1
592715	 : 1
74007	 : 1
487662	 : 1
265475	 : 1
com.auschron	 : 1
1284664	 : 1
com.aust.pc96	 : 1
25883	 : 1
com.ausven	 : 1
694211	 : 1
98231	 : 1
239711	 : 1
123204	 : 1
com.avn-net	 : 1
1658889	 : 1
117139	 : 1
119435	 : 1
311101	 : 1
12684	 : 1
1176319	 : 1
335102	 : 1
1341302	 : 1
49193	 : 1
com.awinc.fortress	 : 1
42033	 : 1
116641	 : 1
930257	 : 1
82909	 : 1
100357	 : 1
451250	 : 1
343600	 : 1
9795	 : 1
181759	 : 1
143857	 : 1
157329	 : 1
80166	 : 1
10532836	 : 1
com.awsom	 : 1
27070	 : 1
com.ax	 : 1
156658	 : 1
185107	 : 1
com.axxis	 : 1
com.ayuda	 : 1
161553	 : 1
54010	 : 1
com.azlink	 : 1
3049794	 : 1
259855	 : 1
33265	 : 1
108005	 : 1
com.bah.apj	 : 1
93927	 : 1
61564	 : 1
95384	 : 1
567651	 : 1
842964	 : 1
767997	 : 1
7819	 : 1
com.bande	 : 1
111189	 : 1
95239	 : 1
com.baraboo	 : 1
201480	 : 1
com.basistech	 : 1
271768	 : 1
77435	 : 1
com.baxter.roundlake	 : 1
33775	 : 1
com.baxter.subnet159-198-100	 : 1
com.baxter.subnet159-198-170	 : 1
50144	 : 1
com.baxter.subnet159-198-33	 : 1
241688	 : 1
com.baxter.subnet159-198-34	 : 1
247541	 : 1
com.baxter.subnet159-198-88	 : 1
46375	 : 1
50825	 : 1
com.baynetworks	 : 1
3366371	 : 1
949121	 : 1
131968	 : 1
com.bcbsct	 : 1
com.bcbsma	 : 1
com.bcbso	 : 1
128222	 : 1
54022	 : 1
com.bdsi	 : 1
433188	 : 1
10426	 : 1
177448	 : 1
95310	 : 1
173733	 : 1
com.beechmont	 : 1
97560	 : 1
765243	 : 1
155598	 : 1
213089	 : 1
64303	 : 1
com.bender	 : 1
465906	 : 1
49126	 : 1
67320	 : 1
com.bently	 : 1
163485	 : 1
66518	 : 1
2537183	 : 1
com.bestbuy	 : 1
16678	 : 1
com.bfg	 : 1
313832	 : 1
338487	 : 1
4097	 : 1
54570	 : 1
com.biosym	 : 1
100419	 : 1
com.bison	 : 1
40591	 : 1
91374	 : 1
com.bizserve	 : 1
63706	 : 1
213466	 : 1
com.bkrycft	 : 1
53650	 : 1
com.blackburn	 : 1
150702	 : 1
105412	 : 1
com.bloodstockwww	 : 1
2223285	 : 1
com.bls.pcs.com	 : 1
76101	 : 1
com.bluegrassbbs	 : 1
231096	 : 1
353561	 : 1
104672	 : 1
109198	 : 1
com.bminet	 : 1
1105056	 : 1
173045	 : 1
155840	 : 1
com.boa	 : 1
71074	 : 1
com.boehringer	 : 1
4129464	 : 1
382904	 : 1
45849	 : 1
2268948	 : 1
83598	 : 1
267838	 : 1
152189	 : 1
com.boulevards	 : 1
220113	 : 1
160112	 : 1
176811	 : 1
24374	 : 1
184263	 : 1
9605	 : 1
151142	 : 1
33330	 : 1
com.broadvision	 : 1
27223	 : 1
82863	 : 1
com.brokersys	 : 1
46372	 : 1
com.brooks	 : 1
31771	 : 1
57018	 : 1
com.bryker	 : 1
38972	 : 1
com.bsgi	 : 1
117840	 : 1
68069	 : 1
221841	 : 1
com.bt.campus	 : 1
343231	 : 1
234332	 : 1
211973	 : 1
126522	 : 1
34167	 : 1
377917	 : 1
431373	 : 1
567123	 : 1
com.bunt	 : 1
90588	 : 1
79843	 : 1
246454	 : 1
com.bznet	 : 1
209469	 : 1
com.c2i2	 : 1
43911	 : 1
23312	 : 1
com.cadre	 : 1
2776831	 : 1
8201	 : 1
com.cafenono	 : 1
671477	 : 1
750199	 : 1
257085	 : 1
212667	 : 1
322938	 : 1
116566	 : 1
41565	 : 1
2112049	 : 1
821609	 : 1
com.camax	 : 1
com.campus	 : 1
218450	 : 1
293709	 : 1
92800	 : 1
388105	 : 1
68220	 : 1
com.cantor	 : 1
174526	 : 1
3460970	 : 1
238248	 : 1
423953	 : 1
110596	 : 1
com.cascorp.ptl	 : 1
998851	 : 1
110296	 : 1
com.catch22	 : 1
140972	 : 1
177750	 : 1
117455	 : 1
com.ccc-bbs	 : 1
111837	 : 1
287762	 : 1
com.cch.lis	 : 1
544206	 : 1
com.cci	 : 1
323028	 : 1
470143	 : 1
109094	 : 1
758554	 : 1
611504	 : 1
1478214	 : 1
116441	 : 1
1046571	 : 1
138404	 : 1
com.cdmnet.32	 : 1
com.cdmnet.38	 : 1
com.cdmnet.69	 : 1
com.cdmnet.74	 : 1
1209367	 : 1
com.cdn-news	 : 1
184639	 : 1
26307	 : 1
74346	 : 1
com.cedarnet	 : 1
467134	 : 1
59178	 : 1
com.cerfnet	 : 1
com.cerfnet.cerritos	 : 1
142922	 : 1
20893	 : 1
com.cerfnet.isdn-sd	 : 1
41503	 : 1
17544	 : 1
10226	 : 1
926097	 : 1
17730	 : 1
com.cfg	 : 1
415019	 : 1
1167668	 : 1
77589	 : 1
93836	 : 1
155585	 : 1
362465	 : 1
1335938	 : 1
com.chembank	 : 1
618841	 : 1
45655	 : 1
226716	 : 1
225354	 : 1
234125	 : 1
com.chicobbs	 : 1
189581	 : 1
89562	 : 1
45188	 : 1
com.chrysalis	 : 1
131240	 : 1
com.churchillmed.nyc	 : 1
431891	 : 1
29045	 : 1
com.ciba.ussu	 : 1
132932	 : 1
8798	 : 1
1286374	 : 1
100731	 : 1
com.cinweb	 : 1
79616	 : 1
174739	 : 1
154441	 : 1
1958178	 : 1
75216	 : 1
100458	 : 1
com.cisys	 : 1
58877	 : 1
2590183	 : 1
123311	 : 1
com.citilink	 : 1
348989	 : 1
1853043	 : 1
733709	 : 1
4111982	 : 1
135403	 : 1
2290945	 : 1
30508	 : 1
37869	 : 1
92241	 : 1
6900	 : 1
48747	 : 1
26129	 : 1
543306	 : 1
35475	 : 1
com.cmnet	 : 1
134879	 : 1
132630	 : 1
682046	 : 1
372870	 : 1
106505	 : 1
42103	 : 1
419213	 : 1
2802548	 : 1
4080	 : 1
44807	 : 1
47218	 : 1
39014	 : 1
212593	 : 1
com.coelacanth	 : 1
264654	 : 1
22217	 : 1
2733	 : 1
com.cois	 : 1
17627	 : 1
63086	 : 1
com.comdinet	 : 1
435408	 : 1
205548	 : 1
com.comm-data	 : 1
784713	 : 1
357521	 : 1
457335	 : 1
com.compuclub	 : 1
881565	 : 1
183451266	 : 1
31312	 : 1
200524	 : 1
com.computerparts	 : 1
155846	 : 1
339696	 : 1
244168	 : 1
1053101	 : 1
com.comshare	 : 1
555844	 : 1
146861	 : 1
com.condenast	 : 1
201777	 : 1
1801487	 : 1
406238	 : 1
com.connect	 : 1
1354374	 : 1
80313	 : 1
1168280	 : 1
com.connectus	 : 1
707386	 : 1
82845	 : 1
com.consultix	 : 1
184762	 : 1
916769	 : 1
155120	 : 1
29140	 : 1
com.convoke	 : 1
com.copleypress	 : 1
131656	 : 1
457617	 : 1
92704	 : 1
3143968	 : 1
973	 : 1
com.cornerstone	 : 1
341645	 : 1
12475	 : 1
com.corptechnologies	 : 1
111667	 : 1
com.cortx	 : 1
26123	 : 1
57766	 : 1
com.cove.cape	 : 1
com.cox.phx	 : 1
68972	 : 1
com.cpicorp	 : 1
1288468	 : 1
32803	 : 1
com.cra	 : 1
395854	 : 1
com.crawford.de	 : 1
263334	 : 1
157530	 : 1
com.cray.crj	 : 1
181491	 : 1
com.crc.proxy	 : 1
502260	 : 1
331479	 : 1
com.creativeteam	 : 1
com.cresearch	 : 1
14098356	 : 1
1063483	 : 1
143563	 : 1
com.crl.as.hou1	 : 1
385608	 : 1
128307	 : 1
281734	 : 1
459463	 : 1
163824	 : 1
com.croweob	 : 1
1753095	 : 1
40792	 : 1
com.crystalball	 : 1
3814	 : 1
172044	 : 1
com.cs	 : 1
com.csbusiness	 : 1
24778	 : 1
78947	 : 1
com.csc.backlick	 : 1
com.csc.consult	 : 1
175865	 : 1
com.csc.csci.den	 : 1
com.csc.csci.roc	 : 1
64085	 : 1
com.csdcorp	 : 1
46597	 : 1
com.csgflorida	 : 1
650757	 : 1
1320628	 : 1
1243644	 : 1
185996	 : 1
64179	 : 1
20479	 : 1
54829	 : 1
99665	 : 1
61864	 : 1
199652	 : 1
com.ctp	 : 1
91976	 : 1
2865601	 : 1
32674	 : 1
189123	 : 1
87415	 : 1
39329	 : 1
com.cuttedge	 : 1
com.cvps	 : 1
363313	 : 1
1265639	 : 1
3541	 : 1
125093	 : 1
188291	 : 1
48121	 : 1
128305	 : 1
com.cyberelf	 : 1
1315887	 : 1
851334	 : 1
1510674	 : 1
282674	 : 1
91303	 : 1
com.cybernaute	 : 1
3778	 : 1
552097	 : 1
com.cybersolution	 : 1
136475	 : 1
347670	 : 1
127848	 : 1
121219	 : 1
com.cyberusa	 : 1
108878	 : 1
6105	 : 1
com.cyborganic	 : 1
com.cyborgtech	 : 1
318100	 : 1
com.cynosure	 : 1
com.cypress.design	 : 1
29657	 : 1
184599	 : 1
40200	 : 1
28347	 : 1
36203	 : 1
59536	 : 1
647924	 : 1
com.data-io	 : 1
155825	 : 1
202649	 : 1
com.dataart	 : 1
com.database	 : 1
77914	 : 1
com.dataex	 : 1
2248784	 : 1
68949	 : 1
com.datarace.n5lyt	 : 1
240230	 : 1
com.datasite	 : 1
com.datasonix	 : 1
275490	 : 1
1216867	 : 1
36838	 : 1
117872	 : 1
37102	 : 1
294446	 : 1
com.dcs-chico	 : 1
388051	 : 1
76985	 : 1
com.dcx	 : 1
93790	 : 1
com.ddddf	 : 1
232632	 : 1
com.dec	 : 1
37466	 : 1
com.dec.das-x	 : 1
3922876	 : 1
com.decipher	 : 1
349493	 : 1
422984	 : 1
com.delcour-martin	 : 1
23094	 : 1
538801	 : 1
213623	 : 1
6301	 : 1
2259660	 : 1
43408	 : 1
com.desertlinc	 : 1
510564	 : 1
322179	 : 1
com.dg.irvine	 : 1
1170163	 : 1
238595	 : 1
51023	 : 1
com.dga	 : 1
217351	 : 1
com.dgtl.engineering	 : 1
44645	 : 1
com.dhl.us	 : 1
com.dhr	 : 1
5118	 : 1
com.diac	 : 1
86129	 : 1
54594	 : 1
21761	 : 1
com.diebold.cs	 : 1
3109662	 : 1
com.digital.service	 : 1
64902	 : 1
39270	 : 1
50606	 : 1
1255014	 : 1
387211	 : 1
60410	 : 1
149732	 : 1
26430	 : 1
32995	 : 1
com.directware	 : 1
846348	 : 1
406312	 : 1
47043	 : 1
121164	 : 1
116851	 : 1
com.dl	 : 1
1241760	 : 1
com.dlalaw	 : 1
314788	 : 1
22029	 : 1
com.dlois	 : 1
54043	 : 1
525761	 : 1
638281	 : 1
647041	 : 1
412496	 : 1
632657	 : 1
16481	 : 1
com.dnb	 : 1
147346	 : 1
com.document	 : 1
251602	 : 1
19301	 : 1
437733	 : 1
54366	 : 1
com.donet.dozen	 : 1
350085	 : 1
1354137	 : 1
43332	 : 1
com.dowds	 : 1
31777	 : 1
36833	 : 1
com.dpw.inet	 : 1
125238	 : 1
78488	 : 1
com.dragon-street	 : 1
319288	 : 1
1769347	 : 1
16310	 : 1
41228	 : 1
189410	 : 1
38687	 : 1
19311	 : 1
8050	 : 1
com.dsp	 : 1
com.dsr	 : 1
1678084	 : 1
27339	 : 1
com.dublclick	 : 1
1061371	 : 1
11107	 : 1
com.dunamis	 : 1
107875	 : 1
1888080	 : 1
com.dvcorp	 : 1
116103	 : 1
235297	 : 1
com.dynanet	 : 1
152286	 : 1
1582293	 : 1
1442285	 : 1
31090	 : 1
com.earthwatch	 : 1
317836	 : 1
35962	 : 1
com.easystreet	 : 1
575999	 : 1
414020	 : 1
45211	 : 1
com.ecaard	 : 1
932216	 : 1
27294	 : 1
com.echelon	 : 1
593900	 : 1
154666	 : 1
com.ecitele	 : 1
81770	 : 1
3212	 : 1
239771	 : 1
com.ecnet	 : 1
1891068	 : 1
com.econonet	 : 1
140631	 : 1
1829514	 : 1
3096482	 : 1
177874	 : 1
92260	 : 1
com.edwpub	 : 1
140856	 : 1
46672	 : 1
com.ehsoft	 : 1
53534	 : 1
com.eit	 : 1
309462	 : 1
129500	 : 1
com.electriciti.cs4	 : 1
455599	 : 1
597200	 : 1
449087	 : 1
com.electrotex.aus	 : 1
com.electrotex.bmt	 : 1
37543	 : 1
183631	 : 1
71804	 : 1
10962	 : 1
127760	 : 1
com.emeraldcoast	 : 1
1095908	 : 1
199911	 : 1
143996	 : 1
12166	 : 1
936638	 : 1
20630	 : 1
com.endovascular	 : 1
242300	 : 1
10318	 : 1
com.enrondevelopment	 : 1
104454	 : 1
com.ensoniq	 : 1
424274	 : 1
380500	 : 1
com.entremob	 : 1
181003	 : 1
com.entrenet	 : 1
51575	 : 1
com.env	 : 1
com.eon	 : 1
45878	 : 1
203846	 : 1
62122	 : 1
com.eqe	 : 1
1291506	 : 1
5330777	 : 1
1074	 : 1
98044	 : 1
com.erinet.prc	 : 1
26460183	 : 1
3907	 : 1
91857	 : 1
1547919	 : 1
277512	 : 1
com.esper	 : 1
46207	 : 1
1859943	 : 1
535627	 : 1
61514	 : 1
135070	 : 1
23321	 : 1
81530	 : 1
44968	 : 1
com.etec	 : 1
com.etgs	 : 1
53298	 : 1
com.etn	 : 1
566497	 : 1
266940	 : 1
65777	 : 1
106641	 : 1
6481762	 : 1
1462	 : 1
252185	 : 1
1156894	 : 1
com.execulink.ldn2	 : 1
546602	 : 1
318069	 : 1
com.exide	 : 1
388728	 : 1
8723	 : 1
com.explorers	 : 1
507973	 : 1
6473	 : 1
com.expressways	 : 1
620257	 : 1
78611	 : 1
com.eye	 : 1
com.eyecon	 : 1
37117	 : 1
3303334	 : 1
395384	 : 1
58718	 : 1
154176	 : 1
com.fame	 : 1
732225	 : 1
com.fdldotnet	 : 1
152502	 : 1
1785615	 : 1
com.fedservco	 : 1
41837	 : 1
25661	 : 1
330759	 : 1
28512	 : 1
826866	 : 1
com.fiserv.cbs	 : 1
154443	 : 1
com.fiserv.fusion	 : 1
55329	 : 1
855691	 : 1
1294043	 : 1
358753	 : 1
68381	 : 1
397134	 : 1
476068	 : 1
389545	 : 1
92970	 : 1
100723	 : 1
82373	 : 1
44007	 : 1
148593	 : 1
com.follgard	 : 1
com.fonorola	 : 1
1248496	 : 1
1428160	 : 1
173540	 : 1
com.fore	 : 1
com.formtek	 : 1
34795	 : 1
com.foxberry	 : 1
428268	 : 1
com.foxboro	 : 1
870532	 : 1
50728	 : 1
699611	 : 1
1200738	 : 1
107464	 : 1
com.fruit	 : 1
161564	 : 1
com.fsg	 : 1
54948	 : 1
15139	 : 1
518014	 : 1
com.fuentez	 : 1
99765	 : 1
83586	 : 1
63658	 : 1
com.fullfeed.osh	 : 1
190324	 : 1
386647	 : 1
417054	 : 1
2070398	 : 1
121789	 : 1
com.gapac	 : 1
98737	 : 1
com.garlic.hollister	 : 1
72157	 : 1
31706	 : 1
117481	 : 1
48197	 : 1
122103	 : 1
107267	 : 1
3498624	 : 1
84148	 : 1
304173	 : 1
183643	 : 1
15836	 : 1
22434	 : 1
850334	 : 1
675731	 : 1
19900	 : 1
com.genre	 : 1
15456	 : 1
100011	 : 1
67025	 : 1
com.geoworks.seattle	 : 1
1670671	 : 1
430943	 : 1
com.gfurrow	 : 1
19553	 : 1
com.ggcy	 : 1
39596	 : 1
com.gglbbs	 : 1
190010	 : 1
150485	 : 1
276161	 : 1
com.gigasd	 : 1
441237	 : 1
41773	 : 1
159063	 : 1
1213073	 : 1
66181	 : 1
799603	 : 1
com.globalvillag	 : 1
142758	 : 1
153518	 : 1
11755	 : 1
31001	 : 1
com.gmr.ct	 : 1
1899	 : 1
com.gmr.em	 : 1
com.gmr.mr	 : 1
0.58	 : 1
36545063	 : 1
6714	 : 1
198285	 : 1
44043643	 : 1
6563	 : 1
com.gnn.proxy	 : 1
508383	 : 1
2445337	 : 1
112867	 : 1
7685	 : 1
com.gonix	 : 1
2898584	 : 1
640	 : 1
com.govivo	 : 1
127825	 : 1
88210	 : 1
com.grandmet	 : 1
412324	 : 1
com.grci.sb	 : 1
96378	 : 1
245358	 : 1
173253	 : 1
com.greywest	 : 1
3520	 : 1
241454	 : 1
com.gsi-net	 : 1
218592	 : 1
75452	 : 1
com.gsnetworks	 : 1
38463	 : 1
43516	 : 1
com.gte.im	 : 1
51823	 : 1
13253	 : 1
5210	 : 1
com.gtegsc.ndhm	 : 1
211454	 : 1
com.gtenet	 : 1
76307	 : 1
290465	 : 1
119106	 : 1
1143244	 : 1
com.guestware	 : 1
com.gugal	 : 1
607023	 : 1
240620	 : 1
3471202	 : 1
342912	 : 1
20085	 : 1
1247468	 : 1
com.gupta	 : 1
com.gwcc	 : 1
com.gwinnett	 : 1
439600	 : 1
681928	 : 1
com.gzinc	 : 1
271782	 : 1
com.hach	 : 1
229434	 : 1
3947833	 : 1
796	 : 1
165277	 : 1
91069	 : 1
227115	 : 1
413705	 : 1
38690	 : 1
339189	 : 1
com.harlequin	 : 1
com.harley	 : 1
104898	 : 1
133815	 : 1
92505	 : 1
638348	 : 1
227337	 : 1
57537	 : 1
473028	 : 1
com.harris.semi.rel	 : 1
62623	 : 1
com.harrisbank	 : 1
53373	 : 1
1033128	 : 1
843965	 : 1
114986	 : 1
201266	 : 1
304517	 : 1
com.helpful	 : 1
262257	 : 1
com.hemi.dialup	 : 1
46736	 : 1
com.hengeveld	 : 1
15414	 : 1
com.heraldt	 : 1
435940	 : 1
100730	 : 1
551556	 : 1
com.hga	 : 1
com.hgsi	 : 1
68286	 : 1
323636	 : 1
202202	 : 1
1387967	 : 1
2185216	 : 1
158641	 : 1
484999	 : 1
50506	 : 1
com.hmsi	 : 1
907027	 : 1
com.hns.hss	 : 1
1403615	 : 1
5335340	 : 1
879	 : 1
com.holli.willran	 : 1
51829	 : 1
340599	 : 1
61134	 : 1
com.hollywoodcenter	 : 1
177490	 : 1
242026	 : 1
com.honeywell.az.cto	 : 1
80257	 : 1
com.honeywell.dasd	 : 1
69617	 : 1
413822	 : 1
21112	 : 1
45132	 : 1
com.honeywell.micro	 : 1
44281	 : 1
16184	 : 1
10535	 : 1
com.hotcc	 : 1
com.hp	 : 1
2462609	 : 1
873944	 : 1
4583493	 : 1
812758	 : 1
443285	 : 1
1946922	 : 1
740080	 : 1
147173	 : 1
492790	 : 1
280995	 : 1
51763	 : 1
189318	 : 1
153358	 : 1
146974	 : 1
36877	 : 1
201010	 : 1
4163001	 : 1
33046	 : 1
com.hscribe	 : 1
284730	 : 1
com.htonline	 : 1
259628	 : 1
com.hughes-defense-comm	 : 1
63526	 : 1
725052	 : 1
109464	 : 1
com.hummel	 : 1
com.huntad	 : 1
606833	 : 1
2206156	 : 1
91735	 : 1
com.hydro.hda	 : 1
25357	 : 1
com.i-2000	 : 1
97666	 : 1
com.i-star	 : 1
com.ia-omni	 : 1
2046106	 : 1
com.iafrica.bcs	 : 1
46041	 : 1
263373	 : 1
2662542	 : 1
153724	 : 1
427372	 : 1
1203704	 : 1
332321	 : 1
119358	 : 1
156252	 : 1
2238366	 : 1
424	 : 1
308361	 : 1
205596	 : 1
com.ibm.us.ca	 : 1
2866199	 : 1
com.ibm.us.ny	 : 1
500965	 : 1
80256	 : 1
com.ibmoto	 : 1
17145	 : 1
151160	 : 1
1502	 : 1
1444849	 : 1
527289	 : 1
com.icnet	 : 1
37919	 : 1
23510	 : 1
com.icu	 : 1
24359	 : 1
com.icubed	 : 1
214301	 : 1
25081	 : 1
1657833	 : 1
1214185	 : 1
93518	 : 1
2728828	 : 1
1088785	 : 1
17330	 : 1
com.iex	 : 1
com.iexp	 : 1
932622	 : 1
223621	 : 1
com.ihs	 : 1
187498	 : 1
77261	 : 1
com.ilx	 : 1
5747	 : 1
com.imaginary	 : 1
31141	 : 1
874100	 : 1
40264	 : 1
com.immunex	 : 1
com.impulseaero	 : 1
10945	 : 1
com.imul	 : 1
com.inacomlnk	 : 1
235837	 : 1
com.incnet.dialup	 : 1
5140209	 : 1
70664	 : 1
215220	 : 1
com.individual	 : 1
95211	 : 1
292255	 : 1
129339	 : 1
com.inetc.tokyo	 : 1
643972	 : 1
343150	 : 1
com.inetsystems	 : 1
2431479	 : 1
20781	 : 1
com.infiweb	 : 1
1335029	 : 1
245649	 : 1
1715658	 : 1
2565600	 : 1
26780	 : 1
285642	 : 1
36220	 : 1
com.infohwy.com3	 : 1
com.infointl	 : 1
5053	 : 1
23829	 : 1
com.infolynk	 : 1
14101	 : 1
134342	 : 1
289696	 : 1
42891	 : 1
77208	 : 1
com.informs	 : 1
980082	 : 1
414345	 : 1
211290	 : 1
32489	 : 1
229878	 : 1
609402	 : 1
612000	 : 1
654677	 : 1
530528	 : 1
561421	 : 1
498072	 : 1
34076	 : 1
103464	 : 1
601830	 : 1
79919	 : 1
com.ingr.canada	 : 1
com.ingr.chicago	 : 1
223476	 : 1
com.ingr.lenexa	 : 1
147298	 : 1
2553	 : 1
100057	 : 1
1631208	 : 1
345651	 : 1
com.inktomi	 : 1
63965	 : 1
